"author","year","title","doi","search","relevance","NM","NMspecific","coating","coatingtype","NMsize","NMsizeunits","NMconc","NMconcunits","applicationsite","presspulse","kingdom","phylum","class","order","family","genus","species","generalorganism","organism","trophiclevel","ecosystemgeneral","ecosystemspecific","settinggeneral","settingspecific","duration_days","responsegeneral","responsespecific","responseunits","expn","expmean","expsd","conn","conmean","consd","RRsignif_yn","RRp_modifier","RRp_value","response_nonRR","responseunits_nonRR","responsesd_nonRR","n_nonRR","MPcomparison_yn","MPsignif_yn","MPeffectdirection","MPp_modifier","MPp_value","IONcomparison_yn","IONsignif_yn","IONeffectdirection","IONp_modifier","IONp_value","expgeary","congeary","responseratio","RRvar","RRadj","RRadjvar","newcat","newtrophic","NMconcfixed","response_nonRRfixed","NMconcfixedunits","response_nonRRfixedunits","NMconcfixedmmol","response_nonRRfixedmmol","NMconcfixedmmolunits","response_nonRRfixedmmolunits"
"Kennedy",2010,"Fractionating Nanosilver: Importance for Determining Toxicity to Aquatic Test Organisms","10.1021/es1025382","Consumers",6,"Ag","Ag","no",NA,80,"nm",NA,NA,"environment","press","Animalia","Arthropoda","Branchiopoda","Cladocera","Daphniidae","Daphnia","magna","microcrustacean","Daphnia magna","Primary consumer","Aquatic","freshwater","Lab","Indoor",2,"LD/LC50","LC50","ug/L",4,NA,NA,4,NA,NA,NA,NA,NA,0.0054,"mg/L",0.001,4,"yes","not clear","smaller",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC50","Animal",NA,0.0054,NA,"mg/L",NA,5.00610930746967e-05,NA,"mmol/L"
"Kennedy",2010,"Fractionating Nanosilver: Importance for Determining Toxicity to Aquatic Test Organisms","10.1021/es1025382","Consumers",6,"Ag","Ag","no",NA,10,"nm",NA,NA,"environment","press","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Pimephales","promelas","fish","Pimephales promelas","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",2,"LD/LC50","LC50","ug/L",4,NA,NA,4,NA,NA,NA,NA,NA,0.0065,"mg/L",3e-04,4,"yes","not clear","smaller",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC50","Animal",NA,0.0065,NA,"mg/L",NA,6.02587231454683e-05,NA,"mmol/L"
"Kennedy",2010,"Fractionating Nanosilver: Importance for Determining Toxicity to Aquatic Test Organisms","10.1021/es1025382","Consumers",6,"Ag","Ag","no",NA,20,"nm",NA,NA,"environment","press","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Pimephales","promelas","fish","Pimephales promelas","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",2,"LD/LC50","LC50","ug/L",4,NA,NA,4,NA,NA,NA,NA,NA,0.041,"mg/L",0.0078,4,"yes","not clear","smaller",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC50","Animal",NA,0.041,NA,"mg/L",NA,0.000380093484456031,NA,"mmol/L"
"Kennedy",2010,"Fractionating Nanosilver: Importance for Determining Toxicity to Aquatic Test Organisms","10.1021/es1025382","Consumers",6,"Ag","Ag","no",NA,50,"nm",NA,NA,"environment","press","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Pimephales","promelas","fish","Pimephales promelas","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",2,"LD/LC50","LC50","ug/L",4,NA,NA,4,NA,NA,NA,NA,NA,0.0607,"mg/L",9e-04,4,"yes","not clear","smaller",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC50","Animal",NA,0.0607,NA,"mg/L",NA,0.000562723768450757,NA,"mmol/L"
"Kennedy",2010,"Fractionating Nanosilver: Importance for Determining Toxicity to Aquatic Test Organisms","10.1021/es1025382","Consumers",6,"Ag","Ag","no",NA,80,"nm",NA,NA,"environment","press","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Pimephales","promelas","fish","Pimephales promelas","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",2,"LD/LC50","LC50","ug/L",4,NA,NA,4,NA,NA,NA,NA,NA,0.0641,"mg/L",0.0087,4,"yes","not clear","smaller",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC50","Animal",NA,0.0641,NA,"mg/L",NA,0.000594243715942233,NA,"mmol/L"
"Picado",2015,"A multi-integrated approach on toxicity effects of engineered TiO2 nanoparticles","10.1007/s11783-015-0775-0","Consumers",74,"Ti","TiO2","no",NA,21,"nm",NA,NA,"environment","pulse","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","putida","bacteria","Pseudomonas putida","Microbe","Aquatic","freshwater","Lab","Indoor",0.67,"ED/EC50","EC50","mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,"mg/L",1.2,3,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC50","Heterotrophic microbe",NA,9.9,NA,"mg/L",NA,0.123957629028623,NA,"mmol/L"
"Picado",2015,"A multi-integrated approach on toxicity effects of engineered TiO2 nanoparticles","10.1007/s11783-015-0775-0","Consumers",74,"Ti","TiO2","no",NA,21,"nm",NA,NA,"environment","pulse","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","fischeri","bacteria","Vibrio fischeri","Microbe","Aquatic","freshwater","Lab","Indoor",0.25,"ED/EC50","EC50","mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,"mg/L",0.49,3,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC50","Heterotrophic microbe",NA,9.2,NA,"mg/L",NA,0.115192948188215,NA,"mmol/L"
"Picado",2015,"A multi-integrated approach on toxicity effects of engineered TiO2 nanoparticles","10.1007/s11783-015-0775-0","Consumers",74,"Ti","TiO2","no",NA,21,"nm",NA,NA,"environment","pulse",NA,"Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Pseudokirchneriella","subcapitata","algae","Pseudokirchneriella subcapitata","Producer","Aquatic","freshwater","Lab","Indoor",3,"ED/EC50","EC50","mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,"mg/L",0.26,3,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC50","Aquatic producer",NA,0.89,NA,"mg/L",NA,0.0111436656399469,NA,"mmol/L"
"Picado",2015,"A multi-integrated approach on toxicity effects of engineered TiO2 nanoparticles","10.1007/s11783-015-0775-0","Consumers",74,"Ti","TiO2","no",NA,21,"nm",NA,NA,"environment","pulse","Animalia","Arthropoda","Branchiopoda","Cladocera","Daphniidae","Daphnia","magna","microcrustacean","Daphnia magna","Primary consumer","Aquatic","freshwater","Lab","Indoor",2,"ED/EC50","EC50","mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,"mg/L",7.22,3,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC50","Animal",NA,29.5,NA,"mg/L",NA,0.369368692560038,NA,"mmol/L"
"Picado",2015,"A multi-integrated approach on toxicity effects of engineered TiO2 nanoparticles","10.1007/s11783-015-0775-0","Consumers",74,"Ti","TiO2","no",NA,21,"nm",NA,NA,"environment","pulse","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","fischeri","bacteria","Vibrio fischeri","Microbe","Aquatic","freshwater","Lab","Indoor",0.25,"NOEC","NOEC","mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"mg/L",NA,3,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOEC","Heterotrophic microbe",NA,1,NA,"mg/L",NA,0.0125209726291538,NA,"mmol/L"
"Picado",2015,"A multi-integrated approach on toxicity effects of engineered TiO2 nanoparticles","10.1007/s11783-015-0775-0","Consumers",74,"Ti","TiO2","no",NA,21,"nm",NA,NA,"environment","pulse","Animalia","Arthropoda","Branchiopoda","Cladocera","Daphniidae","Daphnia","sp.","microcrustacean","Daphnia sp.","Primary consumer","Aquatic","freshwater","Lab","Indoor",2,"NOEC","NOEC","mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,"mg/L",NA,3,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOEC","Animal",NA,5.6,NA,"mg/L",NA,0.0701174467232615,NA,"mmol/L"
"Picado",2015,"A multi-integrated approach on toxicity effects of engineered TiO2 nanoparticles","10.1007/s11783-015-0775-0","Consumers",74,"Ti","TiO2","no",NA,21,"nm",NA,NA,"environment","pulse","Plantae","Tracheophytes","Monocots","Alismatales","Araceae","Lemna","minor","monocot","Lemna minor","Producer","Aquatic","freshwater","Lab","Indoor",7,"NOEC","NOEC","mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"mg/L",NA,3,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOEC","Aquatic producer",NA,90,NA,"mg/L",NA,1.12688753662384,NA,"mmol/L"
"Picado",2015,"A multi-integrated approach on toxicity effects of engineered TiO2 nanoparticles","10.1007/s11783-015-0775-0","Consumers",74,"Ti","TiO2","no",NA,21,"nm",NA,NA,"environment","pulse","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Carassius","auratus","fish","Carassius auratus","Primary consumer","Aquatic","freshwater","Lab","Indoor",21,"NOEC","NOEC","mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"mg/L",NA,3,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOEC","Animal",NA,100,NA,"mg/L",NA,1.25209726291538,NA,"mmol/L"
"Kaviani",2018,"Influence of Copper Oxide Nanoparticle on Hematology and Plasma Biochemistry of Caspian Trout (Salmo trutta caspius), Following Acute and Chronic Exposure","10.22059/poll.2018.251034.383","Consumers",50,"Cu","CuO","no",NA,40,"nm",NA,NA,"environment","pulse","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","trutta","fish","Salmo trutta caspius","Secondary or higher consumer","Aquatic","marine","Lab","Indoor",4,"LD/LC50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.47,"mg/L",NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC50","Animal",NA,286.47,NA,"mg/L",NA,3.60135772204413,NA,"mmol/L"
"Zhu",2015,"Development toxicity of functionalized single-walled carbon nanotubes on rare minnow embryos and larvae","10.3109/17435390.2014.957253","Consumers",41,"CNT","CNT","no",NA,1.2,"nm",10,"mg/L","environment","pulse","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Gobiocypris","rarus","fish","Gobiocypris rarus","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",6,"mortality","% mortality","%",5,98.687664042,1.049868766,5,98.687664042,1.049868766,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,200.181323777062,200.181323777062,0,4.52693526133949e-05,0,4.52698649419664e-05,"Survival","Animal",10,NA,"mg/L",NA,0.832590939745394,NA,"mmol/L",NA
"Zhu",2015,"Development toxicity of functionalized single-walled carbon nanotubes on rare minnow embryos and larvae","10.3109/17435390.2014.957253","Consumers",41,"CNT","CNT","no",NA,1.2,"nm",20,"mg/L","environment","pulse","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Gobiocypris","rarus","fish","Gobiocypris rarus","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",6,"mortality","% mortality","%",5,98.687664042,1.049868766,5,98.687664042,1.049868766,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,200.181323777062,200.181323777062,0,4.52693526133949e-05,0,4.52698649419664e-05,"Survival","Animal",20,NA,"mg/L",NA,1.66518187949079,NA,"mmol/L",NA
"Zhu",2015,"Development toxicity of functionalized single-walled carbon nanotubes on rare minnow embryos and larvae","10.3109/17435390.2014.957253","Consumers",41,"CNT","CNT","no",NA,1.2,"nm",40,"mg/L","environment","pulse","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Gobiocypris","rarus","fish","Gobiocypris rarus","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",6,"mortality","% mortality","%",5,96.587926509,1.57480315,5,98.687664042,1.049868766,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,130.614764367082,200.181323777062,-0.0215062052229458,7.58010279402911e-05,-0.0214909393852823,7.58026974350498e-05,"Survival","Animal",40,NA,"mg/L",NA,3.33036375898157,NA,"mmol/L",NA
"Zhu",2015,"Development toxicity of functionalized single-walled carbon nanotubes on rare minnow embryos and larvae","10.3109/17435390.2014.957253","Consumers",41,"CNT","CNT","no",NA,1.2,"nm",80,"mg/L","environment","pulse","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Gobiocypris","rarus","fish","Gobiocypris rarus","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",6,"mortality","% mortality","%",5,81.88976378,2.099737533,5,98.687664042,1.049868766,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,83.0539534428927,200.181323777062,-0.186585955574696,0.000154127115513924,-0.186531526693246,0.000154136016808995,"Survival","Animal",80,NA,"mg/L",NA,6.66072751796315,NA,"mmol/L",NA
"Zhu",2015,"Development toxicity of functionalized single-walled carbon nanotubes on rare minnow embryos and larvae","10.3109/17435390.2014.957253","Consumers",41,"CNT","CNT","no",NA,1.2,"nm",140,"mg/L","environment","pulse","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Gobiocypris","rarus","fish","Gobiocypris rarus","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",6,"mortality","% mortality","%",5,55.64304462,3.149606299,5,98.687664042,1.049868766,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,37.6227310529264,200.181323777062,-0.573002868707557,0.000663432113017143,-0.572693787327355,0.000663637679858876,"Survival","Animal",140,NA,"mg/L",NA,11.6562731564355,NA,"mmol/L",NA
"Zhu",2015,"Development toxicity of functionalized single-walled carbon nanotubes on rare minnow embryos and larvae","10.3109/17435390.2014.957253","Consumers",41,"CNT","CNT","no",NA,1.2,"nm",200,"mg/L","environment","pulse","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Gobiocypris","rarus","fish","Gobiocypris rarus","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",6,"mortality","% mortality","%",5,36.74540682,5.774278215,5,98.687664042,1.049868766,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,13.5519271353565,200.181323777062,-0.9879467208935,0.0049614101872439,-0.985488650476185,0.0049736061951819,"Survival","Animal",200,NA,"mg/L",NA,16.6518187949079,NA,"mmol/L",NA
"Zhu",2015,"Development toxicity of functionalized single-walled carbon nanotubes on rare minnow embryos and larvae","10.3109/17435390.2014.957253","Consumers",41,"CNT","CNT","no",NA,1.2,"nm",260,"mg/L","environment","pulse","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Gobiocypris","rarus","fish","Gobiocypris rarus","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",6,"mortality","% mortality","%",5,13.64829396,8.398950131,5,98.687664042,1.049868766,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,3.46058139302071,200.181323777062,-1.97834542504698,0.0757622796786298,-1.94048691988397,0.0786305268473331,"Survival","Animal",260,NA,"mg/L",NA,21.6473644333802,NA,"mmol/L",NA
"Zhu",2015,"Development toxicity of functionalized single-walled carbon nanotubes on rare minnow embryos and larvae","10.3109/17435390.2014.957253","Consumers",41,"CNT","CNT","no",NA,1.2,"nm",320,"mg/L","environment","pulse","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Gobiocypris","rarus","fish","Gobiocypris rarus","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",6,"mortality","% mortality","%",5,0,0.524934383,5,98.687664042,1.049868766,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,0,200.181323777062,NA,NA,NA,NA,"Survival","Animal",320,NA,"mg/L",NA,26.6429100718526,NA,"mmol/L",NA
"Zhu",2015,"Development toxicity of functionalized single-walled carbon nanotubes on rare minnow embryos and larvae","10.3109/17435390.2014.957253","Consumers",41,"CNT","CNT","no",NA,1.2,"nm",10,"mg/L","environment","pulse","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Gobiocypris","rarus","fish","Gobiocypris rarus","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",6,"growth","body length","mm",5,5.882352941,0.196078431,5,5.843137255,0.274509804,"no",">",0.01,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,63.8876566194639,45.3298134092335,0.00668898810401797,0.000663643779216035,0.00657938843580106,0.000663765897069732,"Growth","Animal",10,NA,"mg/L",NA,0.832590939745394,NA,"mmol/L",NA
"Zhu",2015,"Development toxicity of functionalized single-walled carbon nanotubes on rare minnow embryos and larvae","10.3109/17435390.2014.957253","Consumers",41,"CNT","CNT","no",NA,1.2,"nm",50,"mg/L","environment","pulse","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Gobiocypris","rarus","fish","Gobiocypris rarus","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",6,"growth","body length","mm",5,5.68627451,0.274509804,5,5.843137255,0.274509804,"no",">",0.01,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,44.1129056674847,45.3298134092335,-0.0272125635071805,0.000907533329759485,-0.0272002184001257,0.000907739386347309,"Growth","Animal",50,NA,"mg/L",NA,4.16295469872697,NA,"mmol/L",NA
"Zhu",2015,"Development toxicity of functionalized single-walled carbon nanotubes on rare minnow embryos and larvae","10.3109/17435390.2014.957253","Consumers",41,"CNT","CNT","no",NA,1.2,"nm",100,"mg/L","environment","pulse","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Gobiocypris","rarus","fish","Gobiocypris rarus","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",6,"growth","body length","mm",5,4.745098039,0.352941177,5,5.843137255,0.274509804,"yes","<",0.01,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,28.6311349057492,45.3298134092335,-0.208155760410951,0.00154790335893637,-0.207823230289308,0.00154861293642032,"Growth","Animal",100,NA,"mg/L",NA,8.32590939745394,NA,"mmol/L",NA
"Kumar",2018,"Immuno-protective role of biologically synthesized dietary selenium nanoparticles against multiple stressors in Pangasinodon hypophthalrnus","10.1016/j.fsi.2018.04.051","Consumers",43,"Se","Se","no",NA,205,"nm",1,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Siluriformes","Pangasiidae","Pangasinodon","hypophthalmus","fish","Pangasinodon hypophthalmus","Secondary or higher consumer","Aquatic","river","Lab","Indoor",60,"biomass","weight gain %","%",3,150.12,12.95574004,3,76.07,7.239972376,"yes","<",0.01,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,18.5257095854128,16.7986750083612,0.679781005257611,0.00550214583954828,0.67951264285628,0.00550978626013664,"Biomass","Animal",1,NA,"mg/kg",NA,0.0126646403242148,NA,"mmol/kg",NA
"Kumar",2018,"Immuno-protective role of biologically synthesized dietary selenium nanoparticles against multiple stressors in Pangasinodon hypophthalrnus","10.1016/j.fsi.2018.04.051","Consumers",43,"Se","Se","no",NA,205,"nm",2,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Siluriformes","Pangasiidae","Pangasinodon","hypophthalmus","fish","Pangasinodon hypophthalmus","Secondary or higher consumer","Aquatic","river","Lab","Indoor",60,"biomass","weight gain %","%",3,61.05,5.5772036,3,76.07,7.239972376,"no",">",0.01,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,17.5011944588829,16.7986750083612,-0.219960768452497,0.00580132822547637,-0.220079539660863,0.00580975618437124,"Biomass","Animal",2,NA,"mg/kg",NA,0.0253292806484296,NA,"mmol/kg",NA
"Sohn",2015,"Acute Toxicity Comparison of Single-Walled Carbon Nanotubes in Various Freshwater Organisms","10.1155/2015/323090","Consumers",44,"CNT","CNT","no",NA,1.1,"nm",NA,NA,"environment","pulse",NA,"Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Raphidocelis","subcapitata","algae","Raphidocelis subcapitata","Producer","Aquatic","freshwater","Lab","Indoor",3,"ED/EC50","Yield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.32,"mg/L",4.19757211,3,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC50","Aquatic producer",NA,18.32,NA,"mg/L",NA,1.52530660161356,NA,"mmol/L"
"Sohn",2015,"Acute Toxicity Comparison of Single-Walled Carbon Nanotubes in Various Freshwater Organisms","10.1155/2015/323090","Consumers",44,"CNT","CNT","no",NA,1.1,"nm",NA,NA,"environment","pulse",NA,"Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Raphidocelis","subcapitata","algae","Raphidocelis subcapitata","Producer","Aquatic","freshwater","Lab","Indoor",3,"ED/EC50","Average specific growth rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.99,"mg/L",1.718795317,3,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC50","Aquatic producer",NA,29.99,NA,"mg/L",NA,2.49694022829644,NA,"mmol/L"
"Sohn",2015,"Acute Toxicity Comparison of Single-Walled Carbon Nanotubes in Various Freshwater Organisms","10.1155/2015/323090","Consumers",44,"CNT","CNT","no",NA,1.1,"nm",15,"mg/L","environment","pulse",NA,"Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","vulgaris","algae","Chlorella vulgaris","Producer","Aquatic","freshwater","Lab","Indoor",3,"biomass","cells ","cells/mL",3,165436.6544,1230.0123,3,191881.9188,2767.527675,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,215.040769558543,110.851251684408,-0.148291807905414,8.77678479055112e-05,-0.148317265697438,8.77704218034674e-05,"Biomass","Aquatic producer",15,NA,"mg/L",NA,1.24888640961809,NA,"mmol/L",NA
"Sohn",2015,"Acute Toxicity Comparison of Single-Walled Carbon Nanotubes in Various Freshwater Organisms","10.1155/2015/323090","Consumers",44,"CNT","CNT","no",NA,1.1,"nm",19.5,"mg/L","environment","pulse",NA,"Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","vulgaris","algae","Chlorella vulgaris","Producer","Aquatic","freshwater","Lab","Indoor",3,"biomass","cells ","cells/mL",3,125153.7515,3997.539975,3,191881.9188,2767.527675,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,50.0552434466071,110.851251684408,-0.427337183126587,0.000409418223264869,-0.427201815730931,0.000409478453417061,"Biomass","Aquatic producer",19.5,NA,"mg/L",NA,1.62355233250352,NA,"mmol/L",NA
"Sohn",2015,"Acute Toxicity Comparison of Single-Walled Carbon Nanotubes in Various Freshwater Organisms","10.1155/2015/323090","Consumers",44,"CNT","CNT","no",NA,1.1,"nm",23.35,"mg/L","environment","pulse",NA,"Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","vulgaris","algae","Chlorella vulgaris","Producer","Aquatic","freshwater","Lab","Indoor",3,"biomass","cells ","cells/mL",3,80873.30873,7995.079951,3,191881.9188,2767.527675,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,16.1726400838509,110.851251684408,-0.863996336129839,0.00332706314265358,-0.862402146274488,0.00333237192123729,"Biomass","Aquatic producer",23.35,NA,"mg/L",NA,1.94409984430549,NA,"mmol/L",NA
"Sohn",2015,"Acute Toxicity Comparison of Single-Walled Carbon Nanotubes in Various Freshwater Organisms","10.1155/2015/323090","Consumers",44,"CNT","CNT","no",NA,1.1,"nm",32.96,"mg/L","environment","pulse",NA,"Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","vulgaris","algae","Chlorella vulgaris","Producer","Aquatic","freshwater","Lab","Indoor",3,"biomass","cells ","cells/mL",3,57503.07503,2767.527675,3,191881.9188,2767.527675,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,33.2198462608762,110.851251684408,-1.20504175142789,0.000841454158291084,-1.20469036606472,0.00084175464123966,"Biomass","Aquatic producer",32.96,NA,"mg/L",NA,2.74421973740082,NA,"mmol/L",NA
"Sohn",2015,"Acute Toxicity Comparison of Single-Walled Carbon Nanotubes in Various Freshwater Organisms","10.1155/2015/323090","Consumers",44,"CNT","CNT","no",NA,1.1,"nm",42.84,"mg/L","environment","pulse",NA,"Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","vulgaris","algae","Chlorella vulgaris","Producer","Aquatic","freshwater","Lab","Indoor",3,"biomass","cells ","cells/mL",3,10762.60763,3075.03075,3,191881.9188,2767.527675,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,5.5958564578222,110.851251684408,-2.88080230641544,0.027280226044435,-2.8672315351092,0.0276504445615402,"Biomass","Aquatic producer",42.84,NA,"mg/L",NA,3.56681958586927,NA,"mmol/L",NA
"Sohn",2015,"Acute Toxicity Comparison of Single-Walled Carbon Nanotubes in Various Freshwater Organisms","10.1155/2015/323090","Consumers",44,"CNT","CNT","no",NA,1.1,"nm",NA,NA,"environment","pulse",NA,"Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","vulgaris","algae","Chlorella vulgaris","Producer","Aquatic","freshwater","Lab","Indoor",3,"ED/EC50","Yield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.06,"mg/L",2.642261181,3,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC50","Aquatic producer",NA,24.06,NA,"mg/L",NA,2.00321380102742,NA,"mmol/L"
"Sohn",2015,"Acute Toxicity Comparison of Single-Walled Carbon Nanotubes in Various Freshwater Organisms","10.1155/2015/323090","Consumers",44,"CNT","CNT","no",NA,1.1,"nm",NA,NA,"environment","pulse",NA,"Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","vulgaris","algae","Chlorella vulgaris","Producer","Aquatic","freshwater","Lab","Indoor",3,"ED/EC50","Average specific growth rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.96,"mg/L",4.551051867,3,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC50","Aquatic producer",NA,30.96,NA,"mg/L",NA,2.57770154945174,NA,"mmol/L"
